SPEAKER_01	¿?
N117_C01_023_01_01	(ROZA) decidió hacerse maga blanca para poder ayudarte en tus aventuras.<P>\nSiempre está preocupada por ti.
N117_C01_023_01_02	Mis pensamientos van con el difunto rey. Espero que pueda descansar en paz.
N101_C02_011_01_01	Hemos encarcelado a los magos mysidianos aquí. Si quiere puede hablar con ellos, mi capitán.
N101_C02_011_01_02	Espero que nunca tengamos que encarcelar a nadie más.
N118_C01_011_02_01	¡Tarde o temprano vas a pagar por esto! ¿Me oyes?
N117_C01_011_03_01	Me da igual que no nos liberéis, pero ¡devolvedle el Cristal a Mysidia!
N118_C01_011_04_01	¡No tenéis ni idea de lo que habéis hecho! ¡El Cristal no es una joya cualquiera!
N101_C02_012_01_01	¡Ayyyyy! Ese bicharraco me ha roto el brazo.
N101_C02_012_01_02	¿Mi capitán?... ¡No le reconocía!
N101_C02_012_02_01	Capitán...
N101_C02_012_02_02	Me alegro de volver a verle, capitán.
N101_C02_012_03_01	Intentaremos olvidar lo ocurrido en Mysidia con un trago tras otro...
N101_C02_012_03_02	¡Usted es el único que puede ocupar el trono!
N101_C02_012_05_01	Todavía no me puedo creer las atrocidades que cometimos.
N101_C02_012_05_02	¡Golbez se ha apoderado de las Alas Rojas!
N101_C02_012_04_01	¿Dónde está el famoso sentido del honor de las Alas Rojas?
N101_C02_012_04_02	¡Ojalá nos quedaran barcos voladores!
P013_C00_015_02_01	Buenas noches.
N101_C02_016_01_01	Los tesoros sagrados de Baronia se guardan tras estas paredes. Se prohíbe la entrada sin permiso.
E0006_02_352_a_01	Y así fue cómo el caballero oscuro
E0006_02_352_a_02	(CECIL) fue despojado de
E0006_02_352_a_03	su rango de comandante de
E0006_02_352_a_04	las Alas Rojas. Ahora, él y el
E0006_02_352_a_05	draconarius (CAIN) se
E0006_02_352_a_06	dirigen al oscuro valle donde
E0006_02_352_a_07	se encuentra el pueblo de Mist.
E0006_02_352_a_08	
E0006_02_352_a_09	El advenimiento del barco volador
E0006_02_352_a_10	permitió alcanzar los sueños
E0006_02_352_a_11	de Baronia, pero también supuso
E0006_02_352_a_12	el inicio de su militarización.
E0006_02_352_a_13	
E0006_02_352_a_14	Sus fuerzas aéreas, las Alas Rojas,
E0006_02_352_a_15	pronto subyugaron a otros reinos.
E0006_02_352_a_16	Al mismo tiempo aparecen más monstruos
E0006_02_352_a_17	a plena luz del día, pero Baronia
E0006_02_352_a_18	solo pone empeño en usar
E0006_02_352_a_19	su poder para obtener los Cristales
E0006_02_352_a_20	de los otros reinos, pero ¿por qué...?
E0006_02_352_a_21	Los Cristales tan solo irradian
E0006_02_352_a_22	su Luz mágica en silencio...
E0032_00_025_a_01	¡(YANG)!
E0032_00_025_a_02	¿Eh?
E0032_00_025_a_03	¿Qué te pasa? ¿No me reconoces? ¡Soy yo, (CECIL)!
E0032_00_025_a_04	(CECIL)... Ah, el caballero oscuro renegado. ¡Detenedlo inmediatamente!
E0032_00_025_a_05	¡Sí, señor!
E0032_01_025_a_01	¡(YANG)! ¿Qué te pasa? ¿Por qué me haces esto?
E0032_01_025_a_02	¡No te hagas el despistado, granuja!
E0032_01_025_b_01	¡(YANG)!
E0032_01_025_b_02	¡Muere!
E0032_01_025_b_03	¡Soy yo! ¿No me reconoces?
E0032_01_025_b_04	¡Uoooh!
E0032_01_025_b_05	Uf...
E0032_02_025_a_01	¡(CECIL)! ¿Qué ha pasado? ¡No recuerdo nada tras el ataque de Leviatán!
E0032_02_025_a_02	Es evidente que sufriste de amnesia y que los agentes de Baronia aprovecharon para manipularte.
E0032_02_025_a_03	Dispensadme...
E0032_02_025_a_04	¿Dónde están (RYDIA) y (GILBART)?
E0032_02_025_a_05	A (RYDIA)... se la tragó Leviatán.<P>\nDe (GILBART)... no sé nada...
E0032_02_025_a_06	No...
E0032_02_025_a_07	¿Dónde estamos?
E0032_02_025_a_08	En Baronia. Vamos a un lugar seguro donde podamos hablar en privado.
E0032_02_025_a_09	El monje (YANG) se ha unido al grupo.
E0032_02_025_a_10	Gracias por encargaros de aquellos soldados. Estaríamos encantados si os quedarais a pasar la noche.
E0032_02_025_a_11	¿Y este caballero?
E0032_02_025_a_12	(YANG), te presento a (TELLA). Su hija y (GILBART) eran... eh...
E0032_02_025_a_13	Mi hija le quería tanto que se sacrificó por él.
E0032_02_025_a_14	Lamento su desgracia. Yo soy (YANG), de Fabul.
E0032_02_025_a_15	¡Yo soy el prodigio de Mysidia! ¡(PALOM) el grande!
E0032_02_025_a_16	No le preste atención a mi hermano. Yo soy (POLOM).
E0032_02_025_a_17	¡No me puedo creer que te engañaran así!
E0032_02_025_a_18	¡(PALOM)! ¡Discúlpate ahora mismo!
E0032_02_025_a_19	Tu hermano tiene razón. Mis acciones fueron imperdonables.
E0032_02_025_a_20	Mejor será que nos centremos en encontrar a (CID).
E0032_02_025_a_21	No va a ser nada fácil dar con una manera de infiltrarnos en el castillo.
E0032_02_025_a_22	¿Eh? ¿Qué es esto?
E0032_02_025_a_23	¡Eso es la llave de Baronia! Pero ¿cómo...?<P>\n¡Claro! Al darte control de una patrulla te la debieron de entregar.<P>\nCon esto estoy seguro de que podremos rescatar a (CID) en el castillo.
E0032_02_025_a_24	Has obtenido la llave de Baronia.
E0130_00_024_a_01	¡Jamás diría semejante cosa de nuestro rey! ¡En serio! <P>\n¡Si te callas la boca, te enseño algo que te va a alucinar!
E0131_00_024_a_01	"Tú eras un caballero oscuro antes, ¿verdad? Pues me gusta el nuevo ""look"". ¡Bailemos un poco!"
N999_C01_024_01_01	Está cerrada.
N999_C01_024_01_02	La puerta se ha abierto.
N102_C01_024_01_01	¿Quieres ir al valle de Mist? Primero tienes que pasar por la cueva al noroeste de Baronia.
N102_C01_024_01_02	Si desafías al rey, acabarás igual que (CID).
N102_C01_024_01_03	¡Caballero (CECIL)! ¡Tiene que vengar al rey!
N101_C02_024_03_01	Mantente alejado de Mist, algo me dice que puedes pasar apuros allí.
N101_C02_024_03_02	Había un grupo de soldados con un extraño monje en la posada. Seguro que buscaban algo...
N101_C02_024_03_03	¿Qué futuro le espera a Baronia ahora? El rey no dejó ningún heredero.
N104_C01_024_03_01	El rey comete un grave error al pedirle a sus hombres que aprendan las artes oscuras.
N104_C01_024_03_02	¿Por qué nos tortura de esta manera el rey? ¡Te digo que se ha vuelto loco!
N104_C01_024_03_03	¿Tú eres aquel caballero oscuro? ¡Pues sí que estás cambiado!
N106_C02_024_04_01	Los caballeros oscuros me dan un poco de miedo, pero molan mucho.
N106_C02_024_04_02	No sé si es verdad que murió aquel caballero oscuro... Me caía bien.
N106_C02_024_04_03	¡Lo sabía! ¡Tú eres el caballero (CECIL)!<P>\n¡Haz que Golbez pague caras sus acciones!
N105_C00_024_05_01	Aquel edificio al oeste del pueblo conduce a un viejo canal que lleva al interior del castillo, pero siempre está cerrado con candado.
N007_C02_024_06_01	Últimamente no bailo por culpa de las nuevas leyes del reino. ¡Qué aburrimiento!
N101_C02_026_02_01	Si vas a emprender un largo viaje, recuerda abastecerte de pociones, antídotos y tiendas de lona.
N105_C00_028_01_01	He oído que el rey os obliga a hacer cosas horribles...<P>\nSea lo que sea, asegúrate de mantener a (ROZA) al margen, ¿entendido?
N105_C00_028_01_02	¿Dónde está (ROZA)? Se marchó de Baronia para encontrarte.
N105_C00_028_01_03	¡(ROZA)! ¡Benditos los ojos!
P003_C00_028_02_01	Lo siento, mamá.
N105_C00_028_01_04	Nunca debí dejarte ser maga... ¡No vuelvas a marcharte a ningún sitio!
P003_C00_028_02_02	No me arrepiento de ser maga blanca y luchar al lado de un valiente caballero... igual que tú y papá.
N105_C00_028_01_05	...<P>\nTu padre fue un gran caballero, sí.\n(CECIL), por favor, cuida de ella por mí.
P005_C00_027_02_01	Zzz... ¡Eureka! He creado... motor... nuevo... Zzz...
N105_C00_027_90_10	Zzz... But your Free Enterprise is in another randomizer! Zzz...
N101_C02_027_01_01	Welcome to Final Fantasy IV:  Fabul Gauntlet!<P>\nRULES (including races):\nSet your configuration and initial party setup now.<P>\nBegin your timer as soon as you leave this room.  If you are in a race, leave this room when GO is called.<P>\nLeave town to enter your first gauntlet.<P>\nKeep your eye out for Warpingway, which will take you back to the starting area if required.<P>\nGood luck!
N101_C02_027_01_03	¡Papá! ¡No sabes cuánto me he preocupado por ti!<P>\nCuidadmelo bien, ¿vale? Sé que es un viejo testarudo, pero es el único padre que tengo.
N101_C02_027_01_04	¿Qué tal está mi padre? Seguro que sigue jugando con sus barcos voladores como un niño.
N999_C02_027_02_01	Aves del mundo
N999_C02_027_03_01	Historia de los astilleros
N999_C02_027_04_01	Principios de la aerodinámica
N003_C01_025_05_01	¡Dame algo de beber! ¿Tú qué miras, bobo?
N107_C02_025_02_01	¿Eres uno de los malos? Pues sí que lo pareces.
N107_C02_025_02_02	Este lugar siempre está lleno de esos soldados, por eso la gente ya no viene...
N107_C02_025_02_03	Antes vestías como un malo de los cuentos, ¡pero ahora pareces un Guerrero de la Luz!
N999_C03_025_01_01	¡SE BUSCAN BAILARINAS!<P>\nBuscamos atractivas y talentosas bailarinas. Pregunta dentro.
N101_C02_025_03_01	¿(CECIL), de las Alas Rojas? ¡Pero si yo no he hecho nada! ¡Hoy mismo iba a pagar mis impuestos!
N101_C02_025_03_02	Los soldados siempre están armando alboroto y actúan como si la posada fuese de ellos.
N101_C02_025_03_03	Gracias a ti está todo mucho más tranquilo y la gente parece divertirse.
N102_C00_025_04_01	Usted es un caballero oscuro. Jamás se me ocurriría cobrarle algo.
N102_C00_025_04_02	¡(CID) está preso en el castillo!<P>\nSe rumorea que consiguió esconder un barco volador súper avanzado antes de que lo atraparan.
N102_C00_025_04_03	¿Te apetece algo, (CECIL)? ¡Invito yo!
N101_C02_029_01_01	El camino del averno conduce a Mysidia, pero ha estado cerrado desde que los mysidianos sellaron su salida. <P>\nAntes, Baronia y Mysidia utilizaban este camino para facilitar sus transacciones comerciales. Ahora está abandonado. <P>\nLas escaleras conducen a la sala de entrenamiento.
N101_C02_029_01_02	Parece ser que los mysidianos han decidido romper el sello.
N999_C05_029_02_01	El camino está sellado y no se puede utilizar.
N101_C02_030_04_01	Sitúa a los personajes con baja VIT en la retaguardia. <P>\nPulsa el botón direccional derecho durante la batalla para cambiar la fila o para que el personaje se defienda. <P>\nSi quieres usar un arma de tu inventario como objeto en combate, selecciona Objetos en el menú y sitúa el cursor en lo alto de la lista para mostrar las armas y elegir una.<P>\nCuando quieras cambiar de arma solo tienes que abrir la lista y pulsar el botón de menú.
N101_C02_030_04_01_2	Sitúa a los personajes con baja VIT en la retaguardia. <P>\nToca la flecha derecha durante la batalla para cambiar la fila o para que el personaje se defienda. <P>\nSi quieres usar un arma de tu inventario como objeto en combate, selecciona Objetos en el menú y desplázate hasta lo alto de la lista para mostrar las armas y elegir una.<P>\nCuando quieras cambiar de arma solo tienes que abrir la lista y pulsar el botón de Cambiar de equipo.
N101_C02_030_06_01	En las cuevas encontrarás zonas mágicas donde podrás guardar tu partida. Sé prudente.
N101_C02_030_01_01	Si tu inventario está lleno, habla con el Chocobo gordo en cualquier bosque de chocobos. <P>\nÉl podrá guardarte cualquier objeto que no necesites. Utiliza las verduras gysahl cuando detectes el olor de chocobo.
N101_C02_030_02_01	¡No seas demasiado temerario en batalla porque te puede costar el pellejo!<P>\nSigue estos consejos y podrás disfrutar de\nuna larga vida, como yo hago.<P>\nPulsa L y R simultáneamente para huir de la batalla.<P>\nAlgunos hechizos pueden lanzarse sobre múltiples blancos.<P>\nDurante una batalla, pulsa el botón direccional izquierdo para seleccionar a todos los enemigos, o el derecho para tus aliados.<P>\nSi quieres utilizar tu magia desde el menú, pulsa derecha o izquierda para aplicarla al grupo.
N101_C02_030_02_01_2	¡No seas demasiado temerario en batalla porque te puede costar el pellejo!<P>\nSigue estos consejos y podrás disfrutar de\nuna larga vida, como yo hago.<P>\nToca el botón de arriba a la derecha para huir de la batalla.<P>\nAlgunos hechizos pueden lanzarse sobre múltiples blancos.<P>\nDurante una batalla, toca el botón direccional izquierdo para seleccionar a todos los enemigos, o el derecho para tus aliados.<P>\nSi quieres utilizar tu magia desde el menú, escoge Todos para aplicarla al grupo.
N101_C02_030_03_01	El hombre junto a la pared se llama Don Registro. Habla con él si quieres cambiar tu nombre.
N104_C01_030_05_01	En batalla tendrás que tomar rápidas decisiones. Si eres principiante, quizá deberías cambiar la velocidad de batalla.<P>\nSi seleccionas el modo de batalla activo, los enemigos atacarán incluso mientras eliges los comandos de magia, objetos y demás.
E0154_00_162_a_01	¡MARCHAOS!
E0154_00_162_a_02	¡¿Eh?! ¿Quién ha dicho eso?
E0155_00_162_a_01	¡MARCHAOS YA!
E0155_00_162_a_02	Puede que sea la bestia del valle de Mist...
E0007_00_162_a_01	¡GUERREROS DE BARONIA!
E0007_00_162_a_02	¡¿Quién eres?!
E0007_00_162_a_03	SALID AHORA O SUFRID LAS CONSECUENCIAS.
E0007_00_162_a_04	¡Da la cara!
E0007_00_162_a_05	HABÉIS DECIDIDO IGNORAR MIS AVISOS... PAGARÉIS POR VUESTRA IMPERTINENCIA.
E0007_00_162_a_06	Tenemos que llegar a Mist... ¡No vamos a volver!
E0007_00_162_a_07	QUE ASÍ SEA.
E0007_00_162_a_08	¡La niebla se está enturbiando!
E0007_00_162_b_01	¡El dragón se ha convertido en niebla!
E0007_00_162_b_02	Es inútil atacar a la niebla.
E0007_00_162_b_03	Cualquier ataque generará un peligroso hálito.
E0007_00_162_b_04	¡Ataca cuando aparezca el dragón!
E0007_00_162_b_05	El dragón se ha materializado. ¡Ataca ahora!
E0008_00_067_a_01	El anillo está brillando.
E0008_00_067_a_2	¿Cómo...?
E0008_00_067_a_3	¿Para esto nos ha mandado aquí?
E0008_00_067_a_4	No me puedo creer que hayamos destruido el pueblo...
E0008_00_067_a_5	¿Por qué nos obligaría a llevar a cabo tal barbaridad?
E0008_00_067_a_6	¡Nooo! ¡Mamá!
E0008_00_067_a_7	¿Qué...?
E0008_00_067_a_8	El dragón de mi madre ha muerto... y ahora ella también...
E0008_00_067_a_9	¿Cómo?
E0008_00_067_a_10	He oído hablar de personas con el poder de invocar diferentes monstruos. <P>\nSe llaman invocadores.
E0008_00_067_a_11	Entonces... nosotros somos los responsables de su muerte al haber matado a su dragón.
E0008_00_067_a_12	¡¿Vosotros matasteis al dragón de mi madre?!
E0008_00_067_a_13	Pero... ¿Cómo podíamos saberlo...?
E0008_00_067_a_14	Así que el propósito del rey era aniquilar a todos los invocadores del pueblo.
E0008_00_067_a_15	Madre mía...
E0008_00_067_a_16	Me temo que es cierto. También vamos a tener que liquidar a la niña.
E0008_00_067_a_17	¡¿Qué dices?!
E0008_00_067_a_18	Nuestro deber es obedecer las órdenes del rey.
E0008_00_067_a_19	Pero si es solo una cría...
E0008_00_067_a_20	¿Pretendes desafiar al rey?
E0008_00_067_a_21	¡Me niego a seguir masacrando a pobres inocentes en nombre del rey!
E0008_00_067_a_22	Sabía que dirías algo por el estilo...\nSupongo que esto nos convierte en rebeldes.
E0008_00_067_a_23	"¿""Nos""?"
E0008_00_067_a_24	Todo lo que soy se lo debo al rey, pero tampoco puedo deshonrar el nombre de los draconarius.
E0008_00_067_a_25	¿Te unes a mi causa?...
E0008_00_067_a_26	Necesitaremos aliados para enfrentarnos a una nación tan militarizada... <P>\nTambién tenemos que rescatar a (ROZA).
E0008_00_067_a_27	Gracias, (CAIN).
E0008_00_067_a_28	No me las des. Esto no lo hago por ti.
E0008_00_067_a_29	...
E0008_00_067_a_30	Aquí corremos peligro, será mejor que nos vayamos. ¿Qué hacemos con la niña?
E0008_00_067_a_31	No la podemos dejar aquí. Tendremos que llevarla con nosotros.
E0008_00_067_a_32	Tranquila, no te queremos hacer daño. Aquí corres peligro, vente con...
E0008_00_067_a_33	¡No!
E0008_00_067_a_34	¡Venga, vamos! ¡Tenemos que irnos ahora mismo!
E0008_00_067_a_35	¡No! ¡Déjame en paz!
E0008_00_067_a_36	¡Espera!
E0008_00_067_a_37	Os odio a los dos... ¡Matasteis a mi mamá!
E0008_00_067_b_01	¡¡¡Iros de aquí!!!
E0008_02_067_a_01	¡Gracias al cielo! Está sana y salva.
E0008_02_067_a_02	¿(CAIN)?
E0008_02_067_a_04	¡¿(CAIN)?!
E0008_02_067_a_03	Tengo que sacarla de aquí y llevarla a algún lugar seguro... ¡(CAIN), espero que sigas vivo!
N104_C01_067_04_01	Las bestias que acuden a la llamada de los invocadores provienen de la Tierra de invocación, en las profundidades subterráneas.
N102_C02_067_01_01	Un incendio, cuyo origen se desconoce, se llevó a casi todas las almas que vivían en Mist.
N102_C01_067_03_01	Se rumorea que bajo la tierra de Baronia existe un ser que puede fulminar a un enemigo de un solo golpe.
N102_C01_067_02_01	¿Será esto el fin de la larga historia de los invocadores de Mist?...
E0009_00_032_a_01	Tengo que encontrarle un lugar donde pueda descansar...
E0009_01_034_a_01	¡Bienvenidos a mi posada!... <P>\n¡¿Pero qué le pasa a la pobre?! Mira lo pálida que está. Llevadla a una cama, no os cobraré nada.
E0009_01_034_a_02	Gracias, no sabes cuánto te lo agradezco.
E0009_01_034_a_03	¿Qué tal te encuentras, pequeña?
E0009_01_034_a_04	...
E0009_01_034_a_05	Yo me llamo (CECIL). Y tú ¿cómo te llamas?
E0009_01_034_a_06	...
E0009_01_034_a_07	De veras siento lo ocurrido con tu madre. Entiendo que no me quieras perdonar. <P>\nPero ¿podrías al menos dejar que te proteja?
E0009_01_034_a_08	...
E0009_01_034_a_09	¡(CECIL)! ¡Por fin le encuentro!
E0009_01_034_a_10	¡...!
E0009_01_034_a_11	¡Alto!
E0009_01_034_a_12	Estoy cumpliendo con las órdenes del rey. Todos los invocadores de Mist deben ser eliminados. ¡Entregue a la niña y se le perdonará!
E0009_01_034_a_13	Ni hablar.
E0009_01_034_a_14	¡No, por favor!
E0009_01_034_a_15	¡Si no la entrega, morirá!
E0009_01_034_a_16	¡Jamás!
E0009_02_034_a_01	¿Te encuentras bien?
E0009_02_034_a_02	Sí. No hace falta que te preocupes. Jamás dejaré que te lastimen.
E0009_02_034_a_03	¿De verdad...?
E0009_02_034_a_04	De verdad.
E0009_02_034_a_05	Me llamo (RYDIA)...
E0009_02_034_a_06	(RYDIA)...
E0009_02_034_a_07	La invocadora (RYDIA) se ha unido al grupo.
E0009_02_034_a_08	¡Hora de moverse!
E0010_00_037_a_01	¡(ROZA)!
E0010_00_037_a_02	(ROZA)...
E0018_00_037_a_25	¡(ROZA)!
E0018_00_037_a_01	La luz del rubí del desierto baña a (ROZA).
E0018_00_037_a_02	¡Oh!...
E0018_00_037_a_03	¡(CECIL)!<P>\n¡Estás vivo! ¡Qué mal lo he pasado!...
E0018_00_037_a_04	No tenías por qué...
E0018_00_037_a_05	Pensé que te había perdido para siempre...<P>\nMe dijeron que moriste en el terremoto de Mist.
E0018_00_037_a_06	Siento haberte hecho sufrir tanto...<P>\n(ROZA), ¿quién es Golbez?
E0018_00_037_a_07	El nuevo capitán de las Alas Rojas nombrado por el rey, que por cierto ha estado actuando de forma muy extraña.<P>\nCreo que Golbez lo está manipulando para reunir los Cristales para sus propios fines.<P>\nAhora que ya tiene el Cristal del Agua de Mysidia, seguro que va tras el Cristal del Fuego de Damcyan, el Cristal del Aire de Fabul y el Cristal de la Tierra de Troia.
E0018_00_037_a_08	El Cristal del Fuego ya es suyo...
E0018_00_037_a_09	Ah, permíteme presentaros...<P>\n(GILBART) es el príncipe de Damcyan. (RYDIA) es una invocadora de Mist.<P>\nSin su ayuda, nunca habría podido recuperar el rubí del desierto ni curar tu fiebre.
