SPEAKER_01	????
N101_C02_011_01_02	더는 이 감옥을 쓸 일이 없으면 좋겠군요.
N118_C01_011_02_01	네놈은 그 암흑기사로군!\n하늘이 두렵지도 않으냐?
N117_C01_011_03_01	우리는 어떻게 되더라도 상관없으니\n부디 크리스탈만은 미시디아에…!
N118_C01_011_04_01	너희들은 아무 것도 모른다!\n크리스탈은 평범한 보석이 아니라고!
N101_C02_012_01_01	으윽!\n마물에게 당한 상처가…!
N101_C02_012_01_02	대, 대장님?\n몰라뵐 뻔했습니다!
N101_C02_012_02_01	대장님….
N101_C02_012_02_02	살아 계셨군요!
N101_C02_012_03_01	미시디아에 관한 일은\n진탕 마시고 잊어 보겠습니다.
N101_C02_012_03_02	돌아가신 전하의 뒤를 이어\n바론을 통치하실 분은\n(CECIL) 님밖에 없습니다!
N101_C02_012_05_01	참 뒷맛이 개운치 않은 임무로군요.
N101_C02_012_05_02	붉은 날개를 골베자에게 빼앗겼습니다!
N101_C02_012_04_01	붉은 날개의 명예는 어디로 간 건지….
N101_C02_012_04_02	분합니다! 비공정만 있었어도!
P013_C00_015_02_01	푹 쉬자….
N101_C02_016_01_01	여기는 바론에 대대로 전해지는\n보물이 안치되어 있는\n출입 금지 구역입니다.
E0006_02_352_a_01	바론의 비공정 부대
E0006_02_352_a_02	'붉은 날개'를 이끌던
E0006_02_352_a_03	암흑기사 (CECIL)<josa(은,는)>
E0006_02_352_a_04	대장직을 박탈당하고
E0006_02_352_a_05	용기사단장 (CAIN)<josa(과,와)> 함께
E0006_02_352_a_06	바론성을 떠나
E0006_02_352_a_07	변방의 마을 미스트를 향해
E0006_02_352_a_08	짙은 안개가 낀 계곡으로 출발했다.
E0006_02_352_a_09	사람들이 꿈꾸던
E0006_02_352_a_10	하늘을 나는 배, 비공정은
E0006_02_352_a_11	그 뛰어난 기동력으로
E0006_02_352_a_12	꿈을 실현하는 것에 그치지 않고
E0006_02_352_a_13	욕망을 채우는 수단으로 변질되었다.
E0006_02_352_a_14	비공정 부대 '붉은 날개' 덕에
E0006_02_352_a_15	바론은 최강의 군사 대국이 되었으나
E0006_02_352_a_16	그렇게 강력한 힘을 가진 바론이
E0006_02_352_a_17	왜 크리스탈을 손에 넣고자 했으며
E0006_02_352_a_18	그리고 왜 수많은 마물들이
E0006_02_352_a_19	세상에 모습을 드러냈는지….
E0006_02_352_a_20	대답해 주지는 않은 채,
E0006_02_352_a_21	크리스탈은 그저 은은히
E0006_02_352_a_22	빛나고 있을 뿐이었다.
E0032_00_025_a_01	(YANG), 무사했구나!
E0032_00_025_a_02	자네는….
E0032_00_025_a_03	팔라딘이 되어서 못 알아보겠어?\n나야, (CECIL).
E0032_00_025_a_04	(CECIL)? 드디어 찾았군!<P>\n바론 왕을 거역하는 놈이다!\n해치워라!
E0032_00_025_a_05	예!
E0032_01_025_a_01	(YANG), 나라고. 모르겠어?
E0032_01_025_a_02	왜 모르겠나. 지명수배범인데.
E0032_01_025_b_01	정신차려! (YANG)!
E0032_01_025_b_02	끝장을 내 주마!
E0032_01_025_b_03	나야, (CECIL)! 모르겠어?
E0032_01_025_b_04	하압!
E0032_01_025_b_05	윽….
E0032_02_025_a_01	(CECIL) 님!\n나는 리바이어선에게….
E0032_02_025_a_02	기억을 잃은 틈에\n바론에게 이용된 게로군.
E0032_02_025_a_03	…면목이 없소.
E0032_02_025_a_04	(RYDIA)<josa(과,와)> (GILBART)<josa(은,는)>?
E0032_02_025_a_05	리바이어선이 (RYDIA)<josa(을,를)>\n삼키고 말았소.<P>\n(GILBART)의 생사는… 모르오.
E0032_02_025_a_06	그래….
E0032_02_025_a_07	여긴 어디요?
E0032_02_025_a_08	바론이야.\n병사들이 들으면 곤란하니\n방에 가서 계획을 세우자.
E0032_02_025_a_09	몽크 (YANG)<josa(이,가)> 동료가 되었다.
E0032_02_025_a_10	근위병을 물리치다니,\n자네들 강하구먼!\n마음에 들어! 묵고 가게!
E0032_02_025_a_11	이분은 누구시오?
E0032_02_025_a_12	여기 계신 현자 (TELLA)<josa(은,는)>\n(GILBART)의….
E0032_02_025_a_13	내 딸은 목숨을 걸고\n(GILBART)<josa(을,를)> 사랑했지.
E0032_02_025_a_14	그렇군….\n저는 파블의 몽크 대장 (YANG)입니다.
E0032_02_025_a_15	나는 미시디아의 천재, (PALOM)!
E0032_02_025_a_16	건방진 꼬맹이라 죄송해요.<P>\n저는 쌍둥이인 (POLOM)<josa(이랍니다,랍니다)>.
E0032_02_025_a_17	바론 따위에게 이용당하다니\n한심하긴!
E0032_02_025_a_18	(PALOM)!
E0032_02_025_a_19	면목이 없소.
E0032_02_025_a_20	어쨌든 (CID)<josa(을,를)> 구출해야 하는데….
E0032_02_025_a_21	쉽게 잠입할 수는 없을 게다.
E0032_02_025_a_22	음? 이건….
E0032_02_025_a_23	바론의 열쇠잖아!<P>\n아!\n(YANG)<josa(이,가)> 근위병을 통솔했었지….<P>\n잘 풀릴 것 같아!
E0032_02_025_a_24	'바론의 열쇠'를 손에 넣었다.
E0130_00_024_a_01	암흑기사?!\n나, 난 임금님을 험담한 적 없어요.<P>\n좋은 거 보여 드릴 테니까\n용서해 주세요!
E0131_00_024_a_01	당신이 그때 그 암흑기사라니!\n이렇게 멋있는 사람인 줄은 몰랐지 뭐야.\n같이 춤이라도 추자!
N999_C01_024_01_01	잠겨 있다.
N999_C01_024_01_02	문을 열었다.
N102_C01_024_01_01	붉은 날개의 (CECIL)?!\n미스트 계곡은\n북서쪽의 동굴을 지나가면 됩니다.
N102_C01_024_01_02	전하께서 점점 더 엄격해지시는군.\n하지만 거역했다가는 (CID)처럼….
N102_C01_024_01_03	(CECIL) 님!\n전하의 원수를 갚아 주세요!
N101_C02_024_03_01	미스트에 손을 댔다가는\n무서운 일이 일어나고 말 거예요!
N101_C02_024_03_02	타지에서 온 몽크가 근위병을 이끌고\n뭔가 수색하고 있는 모양이예요.\n아마 여관 쪽에 있을걸요.
N101_C02_024_03_03	마물이 임금님으로 변해 있었다면서요?\n후계자도 없는데 어쩐대요….
N104_C01_024_03_01	병사에게 암흑검을 가르치다니,\n임금님은 대체 무슨 생각이신지, 원….
N104_C01_024_03_02	임금님께서 우리를 이렇게 괴롭히실 리 없다!\n마치 사람이 바뀐 거 같다고!
N104_C01_024_03_03	자네 그 암흑기사였군!\n몰라보겠는데?
N106_C02_024_04_01	암흑기사는 무서워!\n그치만 조금 멋있긴 해.
N106_C02_024_04_02	그 암흑기사는 정말 죽었을까?\n팬이었는데.
N106_C02_024_04_03	역시 (CECIL) 님이셨군요!\n골베자에게 한 방 먹여 주세요!
N105_C00_024_05_01	바론 서쪽에 있는 건물의 문은\n성으로 통하는 지하수로란다.\n지금은 폐쇄되어 있지.
N007_C02_024_06_01	요즘 임금님이 엄해지셔서 춤을 못 춰.\n못 봐서 아쉽지?
N101_C02_026_02_01	먼 길을 떠나려면\n포션, 해독제, 텐트를 꼭 챙기세요!
N105_C00_028_01_01	최근 전하의 행적이….\n너희들도 타국에서\n몹쓸 짓을 한다고 들었다.<P>\n부탁이니 (ROZA)<josa(이,가)>\n괜한 일에 휘말리지 않게 해 주렴.
N105_C00_028_01_02	(ROZA)<josa(은,는)> 너를 따라서\n이곳을 떠났어!\n대체 그 아이는 지금 어디에 있니?
N105_C00_028_01_03	(ROZA)! 무사했구나!
P003_C00_028_02_01	…죄송해요.
N105_C00_028_01_04	이제 아무 데도 가지 마라!\n네가 백마도사가 되도록\n그냥 두는 게 아니었어.
P003_C00_028_02_02	엄마, 그렇지 않아요.<P>\n나는 잘 한 일이라고 생각해요.\n백마도사는\n전사 (CECIL)의 힘이 될 수 있으니까.<P>\n엄마도 옛날에는 백마도사로서\n아빠와 함께 싸웠잖아요!
N105_C00_028_01_05	(ROZA)….\n그것도 그렇구나.\n먼저 간 그이도 훌륭한 나이트였지.<P>\n(CECIL), 이 아이를 부탁한다.
P005_C00_027_02_01	드르렁 쿨쿨….\n신형 엔진을 완성했다!\n드릉 드르렁….
N105_C00_027_90_10	Zzz... But your Free Enterprise is in another randomizer! Zzz...
N101_C02_027_01_01	Welcome to Final Fantasy IV:  Fabul Gauntlet!<P>\nRULES (including races):\nSet your configuration and initial party setup now.<P>\nBegin your timer as soon as you leave this room.  If you are in a race, leave this room when GO is called.<P>\nLeave town to enter your first gauntlet.<P>\nKeep your eye out for Warpingway, which will take you back to the starting area if required.<P>\nGood luck!
N101_C02_027_01_03	아버지!\n이제 나이도 있으니까 무리하지 마시라고요!<P>\n여러분, 아버지를 잘 부탁드려요.
N101_C02_027_01_04	아버지를 잘 부탁드려요.\n또 비공정 만지고 계시죠?
N999_C02_027_02_01	세계의 새 대도감
N999_C02_027_03_01	조선 기술의 역사
N999_C02_027_04_01	부력과 그 원리
N003_C01_025_05_01	어서 술 가져와!<P>\n넌 뭐야?
N107_C02_025_02_01	오빤 나쁜 사람이야?\n왜 그런 차림인데?
N107_C02_025_02_02	손님이 안 온다고 아빠가 속상해 하셔.\n술집에도 무서운 군인들이 오고….
N107_C02_025_02_03	그때 그 오빠구나?!\n지금 모습이 더 어울리는 거 같아.
N999_C03_025_01_01	무희 모집 중!\n예쁘고 춤 잘 추는 사람 구함!\n- 바론 여관 내 술집 주인 -
N101_C02_025_03_01	붉은 날개의 (CECIL) 님!\n저는 아무 짓도 안 했어요.\n세금도 제때 내고 있다고요….
N101_C02_025_03_02	성의 병사들이\n술집에서 활개를 치고 있어!
N101_C02_025_03_03	바론에 이제야 활기가 돌아왔네요!\n열심히 일 해야지!
N102_C00_025_04_01	성의 암흑기사 나리시군요.<P>\n돈이요?\n암흑기사님께 어찌 감히 받겠습니까!
N102_C00_025_04_02	(CID)<josa(이,가)> 성에 잡혀 있다고 들었어!\n최첨단 비공정을 어디 숨겨 뒀다나?
N102_C00_025_04_03	(CECIL) 님도 마시겠소?\n내가 쏠테니 편히 있다 가시게!
N101_C02_029_01_01	여기는 미시디아로 통하는 데빌 로드입니다.<P>\n옛날에는 이곳을 통해 무역이 번성했지만\n미시디아 쪽에서 봉인을 했는지\n지금은 못 쓰게 되었습니다.<P>\n이곳 지하는 트레이닝 룸이지요.
N101_C02_029_01_02	미시디아 쪽의 봉인이 풀렸군요!
N999_C05_029_02_01	미시디아 측에서 봉인하여\n사용할 수 없다.
N101_C02_030_04_01	체력이 없는 사람은 '배치 변경'에서\n후열로 배치하도록!<P>\n전투 중에도 커맨드를 선택할 때\n오른쪽을 누르면\n전열/후열 '열 변경'과 '방어'를 할 수 있다!<P>\n또한 장착하고 있는 무기를\n전투 중에 아이템으로 사용하려면\n'아이템' 목록에서\n커서를 가장 위까지 옮겨서 선택해라!<P>\n무기를 바꾸어 들 때는\n목록을 열고 메뉴 버튼을 누르면 된다!
N101_C02_030_04_01_2	체력이 없는 사람은 '배치 변경'에서\n후열로 배치하도록!<P>\n전투 중에도 커맨드를 선택할 때\n오른쪽 화살표 버튼을 탭하면\n전열/후열 '열 변경'과 '방어'를 할 수 있다!<P>\n또한 장착하고 있는 무기를\n전투 중에 아이템으로 사용하려면\n'아이템' 목록에서\n가장 위까지 표시해서 선택해라!<P>\n무기를 바꾸어 들 때는\n목록을 열고 장비 변경 버튼을 탭하면 된다!
N101_C02_030_06_01	동굴 안에는 저장을 할 수 있는 지점이 있으니\n잘 활용하도록!
N101_C02_030_01_01	짐이 너무 많으면\n초코보 숲에 있는\n뚱보 초코보에게 맡길 수 있다!<P>\n초코보 냄새가 나는 곳에서\n'기살의 야채'를 사용하도록!
N101_C02_030_02_01	무모하게 덤비면 목숨을 잃을 뿐이다!\n상황이 불리하다 싶으면 망설이지 말고\nL 버튼과 R 버튼을 동시에 눌러\n도주하도록!<P>\n또한, 마법 중에는\n전원에게 걸 수 있는 마법도 있다.<P>\n전투 중에는\n왼쪽을 눌러 적 전체에게,\n오른쪽을 눌러 아군 전체에게 걸 수 있지.<P>\n메뉴에서 마법을 사용할 때도\n좌우를 누르면 아군 전원에게 걸 수 있다!
N101_C02_030_02_01_2	무모하게 덤비면 목숨을 잃을 뿐이다!\n상황이 불리하다 싶으면 망설이지 말고\n오른쪽 위에 있는 도주 버튼을 탭해서 도주하도록!<P>\n또한, 마법 중에는\n전원에게 걸 수 있는 마법도 있다.<P>\n전투 중에는\n왼쪽에 표시되는 버튼을 눌러 적 전체에게,\n오른쪽에 표시되는 버튼을 눌러\n아군 전체에게 걸 수 있지.<P>\n메뉴에서 마법을 사용할 때는\n'전원'을 선택하면 아군 전원에게 걸 수 있다!
N101_C02_030_03_01	저기 계신 분은\n관공서에서 나오신 네밍웨이씨다.\n이름을 바꾸고 싶을 땐 저분에게 부탁하도록!
N104_C01_030_05_01	전투 시에는 신속한 판단이 필요하다!\n자신이 없는 사람은\n전투 속도를 낮추도록!<P>\n자신 있는 사람은 메뉴의 '설정'에서\n전투 모드를 '액티브'로 하면 된다.<P>\n그러면 마법이나 아이템을 선택하는 동안에도\n마물이 공격해 와서\n스릴 넘치는 전투를 할 수 있지!
E0154_00_162_a_01	돌아가세요….
E0154_00_162_a_02	누구냐!
E0155_00_162_a_01	지금 당장 이곳을 떠나세요….
E0155_00_162_a_02	설마 환수의 목소리인가?
E0007_00_162_a_01	바론에서 온 분들이시죠…?
E0007_00_162_a_02	대체 누구냐!
E0007_00_162_a_03	지금 돌아가시면\n해를 끼치지는 않겠습니다.\n즉시 돌아가세요.
E0007_00_162_a_04	정체를 보여라!
E0007_00_162_a_05	돌아갈 생각이 없으신 모양이군요….
E0007_00_162_a_06	이 봄의 반지를\n미스트 마을에 갖다 줘야 해!
E0007_00_162_a_07	그렇다면… 어쩔 수 없지요.
E0007_00_162_a_08	안개가 모여든다!
E0007_00_162_b_01	드래곤의 모습이 안개로 변했다!
E0007_00_162_b_02	안개는 모든 공격을 무효화한다.
E0007_00_162_b_03	공격하면 드래곤 브레스에 당한다.
E0007_00_162_b_04	실체를 드러낸 순간이 쓰러뜨릴 기회다!
E0007_00_162_b_05	본래 모습으로 돌아간다! 공격할 기회다!
E0008_00_067_a_01	반지가 빛나고 있어…?
E0008_00_067_a_2	설마….
E0008_00_067_a_3	이러려고 내가 여기까지 온 거야…?
E0008_00_067_a_4	이 마을에 불을 지르려고….
E0008_00_067_a_5	왜 이런 짓을!\n바론 왕!!
E0008_00_067_a_6	으앙….
E0008_00_067_a_7	뭐지?
E0008_00_067_a_8	엄마의 드래곤이 죽어서…\n엄마까지… 으아앙….
E0008_00_067_a_9	!
E0008_00_067_a_10	그러고보니 들은 적이 있다.\n마물을 불러내는 힘을 가진\n소환사에 대해서.
E0008_00_067_a_11	설마 우리가 그 드래곤을 물리친 바람에\n이 아이의 모친이….
E0008_00_067_a_12	오빠들이 엄마의 드래곤을 죽였어?!
E0008_00_067_a_13	설마 너의 어머니까지\n해치는 결과가 될 줄은….
E0008_00_067_a_14	아마 전하께서는\n이 마을의 소환사를 모두 없애려고\n우리를 여기에 보내셨겠지.
E0008_00_067_a_15	어떻게 이런 일이….
E0008_00_067_a_16	…안됐지만, 이 아이도 해치워야겠군.
E0008_00_067_a_17	(CAIN)!
E0008_00_067_a_18	그러지 않으면 우리가 죽는다!
E0008_00_067_a_19	아직 어린 아이라고!
E0008_00_067_a_20	전하를 거역하는 것인가?
E0008_00_067_a_21	이런 잔인한 짓을 거듭하면서까지\n전하께 충성할 생각은 없어!
E0008_00_067_a_22	훗, 그렇게 말할 줄 알았다.\n혼자서 바론을 떠나게 할 수는 없지.
E0008_00_067_a_23	(CAIN)?
E0008_00_067_a_24	비록 전하의 은혜를 입었다고는 해도\n내가 용기사로서 부끄러운 짓을\n할 리가 없지 않나.
E0008_00_067_a_25	그러면 (CAIN), 너도….
E0008_00_067_a_26	하지만 바론은 세계 최강의 군사 대국….\n달랑 둘이서 발버둥친다 해도\n달라지는 건 없겠지.<P>\n다른 나라에도 알려서\n도움을 청하자.<P>\n(ROZA)도 구출해야 하니!
E0008_00_067_a_27	(CAIN), 고마워.
E0008_00_067_a_28	딱히 너를 위해서 이러는 건 아니다.
E0008_00_067_a_29	?
E0008_00_067_a_30	그나저나, 이곳은 위험하니\n어서 떠나자.\n저 아이는 어쩔 생각이지?
E0008_00_067_a_31	우리가 데리고 가야지.
E0008_00_067_a_32	여기는 위험하니 우리랑 같이….
E0008_00_067_a_33	싫어!
E0008_00_067_a_34	어쩔 수 없군.\n강제로 데려가자.
E0008_00_067_a_35	가까이 오지 마!
E0008_00_067_a_36	거기 서!
E0008_00_067_a_37	다 싫어!\n당신들 전부 싫다고!
E0008_00_067_b_01	전부 다 싫어!!
E0008_02_067_a_01	다행히 아이는 무사하네….<P>\n!!
E0008_02_067_a_02	(CAIN)?
E0008_02_067_a_04	(CAIN)!
E0008_02_067_a_03	계속 여기에 있을 수도 없으니\n이 아이를 데리고 도망쳐야겠어….\n(CAIN), 부디 살아 있어라!
N104_C01_067_04_01	우리들 소환사가 불러내는 환수는\n평소엔 환계에서 지내지.\n환계는 지하 깊은 곳에 있다고 하네.
N102_C02_067_01_01	원인을 알 수 없는 큰 화재로\n여자와 아이들은 물론이고\n실력 있는 소환사들도 모두 죽었어.
N102_C01_067_03_01	바론 지하에는\n일격필살의 환수의 영혼이\n잠들어 있다는 소문을 들었지.
N102_C01_067_02_01	미스트 소환사의 역사는\n여기에서 끝날 모양이야….
E0009_00_032_a_01	이 아이가 휴식을 취할 곳을 찾아야겠어.
E0009_01_034_a_01	어서오세요.<P>\n어이쿠, 그 아이 안색이 안 좋네요.\n어서 방으로 들어가세요!\n돈은 안 받을테니 어서요!
E0009_01_034_a_02	고맙습니다.
E0009_01_034_a_03	정신이 들었니?
E0009_01_034_a_04	…….
E0009_01_034_a_05	…아직 네 이름도 못 들었구나.
E0009_01_034_a_06	…….
E0009_01_034_a_07	네 어머니는 내가 해친 거나 다름없으니\n그런 자를 용서할 수는 없겠지.<P>\n그저 내가 널 지키게만 해 주지 않겠니…?
E0009_01_034_a_08	…….
E0009_01_034_a_09	(CECIL), 드디어 찾았다!
E0009_01_034_a_10	!
E0009_01_034_a_11	잠깐만!\n바론 왕께서는….
E0009_01_034_a_12	바로 그 전하의 명령이다.\n미스트의 생존자인 그 아이를\n넘겨 주면 용서한다고 하셨다.<P>\n미스트 출신은 위험한 존재인 모양이야!
E0009_01_034_a_13	뭐라고?!
E0009_01_034_a_14	!
E0009_01_034_a_15	어서 그 아이를 넘겨라!
E0009_01_034_a_16	그렇겐 못 해!
E0009_02_034_a_01	미안, 나 때문에….
E0009_02_034_a_02	내가 사과해야지.\n사과해서 될 문제도 아니지만….
E0009_02_034_a_03	그래도 지켜 줬잖아.
E0009_02_034_a_04	…….
E0009_02_034_a_05	나는 (RYDIA)<josa(이라고,라고)> 해.
E0009_02_034_a_06	고맙다… (RYDIA).
E0009_02_034_a_07	소환사 (RYDIA)<josa(이,가)> 동료가 되었다.
E0009_02_034_a_08	자, 출발하자!
E0010_00_037_a_01	(ROZA)!
E0010_00_037_a_02	(ROZA)….
E0018_00_037_a_25	(ROZA)!
E0018_00_037_a_01	(ROZA)<josa(을,를)> '사막의 빛'으로 비추었다!
E0018_00_037_a_02	으음….
E0018_00_037_a_03	(CECIL)!\n살아 있었구나! 다행이야.
